confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
253	1	1	2	2	0.2547468432607596	-68.550873173875	0.9999999999999999	49.144059916607844	C8H8O3	[M - H2O + H]+	CCVYRRGZDBSHFU	InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	bmse000715	C1=CC=C(C(=C1)CC(=O)O)O	1.05920589	11970;6933325;58399617;76973316;101569100;138396033	HMDB:(669);SuperNatural:(SN00331327 SN00001240);ZINC bio:(ZINC00164777);additional;MeSH:(11970);Plantcyc:(CPD-11495);PubMed;NORMAN:(NS00014664);COCONUT:(CNP0204938 CNP0298923);Natural Products:(UNPD54746);PubChem:(11970 6933325 58399617 76973316 101569100 138396033);YMDB Mine;CHEBI:(28478 62423);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C05852);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-11495)	51627616622	135.04422	190.7	337_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_366	366
254	1	1	2	2	0.2512706590116511	-95.99261179299084	0.9999999999999999	136.6207361195044	C9H12O4	[M - H2O + H]+	WJJBBOSKMWTZLS	InChI=1S/C9H12O4/c10-2-1-5-7-4-13-9(12)6(7)3-8(5)11/h1,6-8,10-11H,2-4H2	null	C1C2C(COC2=O)C(=CCO)C1O	-1.39999998	133679963;133680955	COCONUT:(CNP0405987);Natural Products:(UNPD207268 UNPD216295);PubChem:(133679963 133680955)	2129922	167.07055	103.54	127_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_135	135
255	1	4	2	6	0.2497658377062122	-162.62159489719485	0.01407035175879397	14.684282561460018	C24H32N4O5	[M + H]+	PSALWJCUIAQKFW	InChI=1S/C24H32N4O5/c25-13-5-4-8-20(24(32)33)27-23(31)21(15-16-6-2-1-3-7-16)28-22(30)19(26)14-17-9-11-18(29)12-10-17/h1-3,6-7,9-12,19-21,29H,4-5,8,13-15,25-26H2,(H,27,31)(H,28,30)(H,32,33)	6-amino-2-[[2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-phenylpropanoyl]amino]hexanoic acid	C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)N	1.1820792	18232098	PubChem:(18232098);COCONUT	2097154	457.24077	181.49	317_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_344	344
256	1	1	2	2	0.24858341160310504	-235.2364292007156	0.9999999999999999	49.59645076023445	C14H23NO7	[M + H]+	XMLQEJGSKUOKGP	InChI=1S/C14H23NO7/c15-4-3-7-1-2-8(17)5-9(7)21-14-13(20)12(19)11(18)10(6-16)22-14/h1-3,8-14,16-20H,4-6,15H2	null	C1C(C=CC(=CCN)C1OC2C(C(C(C(O2)CO)O)O)O)O	-2.48726511	""	COCONUT:(CNP0281139);Natural Products:(UNPD151164);SuperNatural:(SN00236606)	3178496	318.15401	107.89	149_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_160	160
257	1	1	2	2	0.24808696946900557	-7.985680207352058	0.9999999999999999	44.50476166398442	C5H9NO4	[M - H2O + H]+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	Glutamat	C(CC(=O)O)C(C(=O)O)N	-1.32391071	611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024	HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)	255847294	130.0501	52.3	70_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_73	73
258	1	1	2	4	0.245545996164824	-209.675441664367	0.9236180904522614	29.77326993209034	C14H25NO9	[M - H2O + H]+	UQSNMDDZJRJJQN	InChI=1S/C14H25NO9/c1-23-14-13(22)11(20)8(7(4-17)24-14)15-6-2-5(3-16)9(18)12(21)10(6)19/h2,6-22H,3-4H2,1H3	6-Hmecv	COC1C(C(C(C(O1)CO)NC2C=C(C(C(C2O)O)O)CO)O)O	-4.19999981	127767;15586867;58618580;58618603;58618622;58618645;58960848;58960855;58960860;70684192;70692640;101343187	MeSH:(127767);PubChem:(127767 15586867 58618580 58618603 58618622 58618645 58960848 58960855 58960860 70684192 70692640 101343187);PubMed	70	334.14995	99.48	120_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_127	127
259	1	1	2	2	0.24423792283830484	-57.69147843643216	0.9999999999999999	107.95029659044955	C17H30O11	[M - H2O + H]+	KNJRIEFLSCUKAY	InChI=1S/C17H30O11/c1-7(2)3-4-25-16-14(23)13(22)11(20)9(28-16)6-26-17-15(24)12(21)10(19)8(5-18)27-17/h8-24H,1,3-6H2,2H3	null	CC(=C)CCOC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O	-2.5	10179753;69993168	COCONUT:(CNP0231344);Natural Products:(UNPD79);PubChem:(10179753 69993168);SuperNatural:(SN00226591);PubMed	3178562	393.1755	177.87	300_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_327	327
260	1	1	1	2	0.2428068761611643	-160.31222866724343	0.9969849246231156	29.844144483219374	C9H10Cl2N2O3	[M + H]+	UDXBXNMUCAZWPI	InChI=1S/C9H10Cl2N2O3/c10-6-4-8(12-2-1-3-14)9(13(15)16)5-7(6)11/h4-5,12,14H,1-3H2	3-(4,5-dichloro-2-nitroanilino)propan-1-ol	C1=C(C(=CC(=C1Cl)Cl)[N+](=O)[O-])NCCCO	3.20000005	112955	PubChem:(112955);NORMAN:(NS00035166)	262146	265.01536	30.24	5_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_5	5
261	1	2	1	3	0.2422919160318887	-55.46823417792215	0.010552763819095479	19.95110659871961	C42H82NO9P	[M + Na]+	GSWLBFLGSWEXML	InChI=1S/C42H82NO9P/c1-6-8-10-12-14-15-16-17-18-19-20-24-28-32-41(44)48-36-38(37-50-53(46,47)49-35-34-43(3,4)5)51-42(45)33-29-25-21-23-27-31-40-39(52-40)30-26-22-13-11-9-7-2/h38-40H,6-37H2,1-5H3/p+1	1-Palmitoyl-2-epoxystearoylphosphatidylcholine	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC1C(O1)CCCCCCCC	12.6000004	133449;133450;122391234;122391235	COCONUT:(CNP0082010);PubChem:(133449 133450 122391234 122391235);YMDB Mine;CHEBI:(131661);MeSH:(133449 122391234);PubMed;KEGG Mine	42951770214	798.5643	617.96	629_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_777	777
262	1	1	2	2	0.24123998703013796	-38.019590784947745	0.9999999999999999	84.8916274785793	C13H20O	[M + H]+	UZFLPKAIBPNNCA	InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3	a-ionone	CC1=CCCC(C1C=CC(=O)C)(C)C	3.0	24680;1550719;1550720;90389;638013;1268118;5282108;6437004;5498521	HMDB:(35753 59883);PubChem class - food;SuperNatural:(SN00075404 SN00093023);ZINC bio:(ZINC05842678 ZINC18189423);additional;HSDB:(127-41-3);MeSH:(5282108);PubMed;NORMAN:(NS00012649);COCONUT:(CNP0281790);KNApSAcK:(50769);Natural Products:(UNPD190644 UNPD49403);PubChem:(24680 1550719 1550720 90389 638013 1268118 5282108 6437004 5498521);CHEBI:(32319);PubChem class - bio and metabolites;KEGG:(C12286);PubChem class - safety and toxic;Training Set	222094206	193.15889	212.64	423_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_456	456
263	1	1	1	2	0.24081865919344414	-246.1760524718795	0.9934673366834171	119.81803455661684	C24H41NO10	[M + H]+	IJASURGZDJYQGF	InChI=1S/C24H41NO10/c1-12-9-24(31-7,35-14(3)13(12)2)19(28)21(29)25-22-18-17(32-11-33-22)20(30-6)23(4,5)16(34-18)8-15(27)10-26/h13-20,22,26-28H,1,8-11H2,2-7H3,(H,25,29)	Mycalamide A	CC1C(OC(CC1=C)(C(C(=O)NC2C3C(C(C(C(O3)CC(CO)O)(C)C)OC)OCO2)O)OC)C	-0.100000001	122770;9892314;10029076;10345974;11329571;10481318;23426005;24994564;44583760;46173852;101526808;101206463;102354995;118718436;134820178;134918171	SuperNatural:(SN00326366 SN00298113);additional;MeSH:(122770 10345974 44583760 46173852 101526808 134820178);PubMed;COCONUT:(CNP0394094);KNApSAcK:(47065);Natural Products:(UNPD194331 UNPD101345);PubChem:(122770 9892314 10029076 10345974 11329571 10481318 23426005 24994564 44583760 46173852 101526808 101206463 102354995 118718436 134820178 134918171);CHEBI:(80857);PubChem class - bio and metabolites;KEGG:(C17008);Biocyc:(CPD-21480)	20482422	504.28035	295.02	537_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_594	594
264	1	1	2	2	0.24011183045746526	-58.07219336780896	0.9999999999999999	38.09050576003899	C27H28O17	[M + H]+	HTMJVMKHYFSKAO	InChI=1S/C27H28O17/c28-7-13-15(31)17(33)20(36)27(42-13)43-23-16(32)14-11(30)5-10(6-12(14)41-22(23)8-1-3-9(29)4-2-8)40-26-21(37)18(34)19(35)24(44-26)25(38)39/h1-6,13,15,17-21,24,26-31,33-37H,7H2,(H,38,39)	Kaempferol 3-glucoside-7-glucuronide	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O	-0.800000012	14841208;14841209;21309397;44258813	COCONUT:(CNP0157876);HMDB:(125383);KNApSAcK:(5185);Natural Products:(UNPD174385 UNPD63617);PubChem:(14841208 14841209 21309397 44258813);SuperNatural:(SN00280220 SN00386148);PubChem class - bio and metabolites	19955738	625.13981	171.67	283_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_305	305
265	1	1	2	2	0.2397123188751495	-46.39930950735758	0.9999999999999999	23.802469994719104	C8H18O3	[M - H2O + H]+	NGACGNKKNNNNHK	InChI=1S/C8H18O3/c1-7(10)3-2-4-8(11)5-6-9/h7-11H,2-6H2,1H3	null	CC(CCCC(CCO)O)O	0.100000001	10820887;10997367;85279741	COCONUT:(CNP0334179);HMDB:(33625);Natural Products:(UNPD93522);PubChem:(10820887 10997367 85279741);SuperNatural:(SN00393306);PubChem class - bio and metabolites	19955722	145.12225	209.37	407_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_439	439
266	1	1	1	2	0.23932770535722941	-199.17024010752394	0.9959798994974874	51.671775886044145	C18H21N5O6	[M + H]+	SJHYLQCPNOPCPE	InChI=1S/C18H21N5O6/c1-28-10-4-2-3-9(13(10)25)5-19-16-12-17(21-7-20-16)23(8-22-12)18-15(27)14(26)11(6-24)29-18/h2-4,7-8,11,14-15,18,24-27H,5-6H2,1H3,(H,19,20,21)	Adenosine, N-[(2-hydroxy-3-methoxyphenyl)methyl]-	COC1=CC=CC(=C1O)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O	-0.225560367	9887416;24772864;45028717;121399420;132115152	MeSH:(9887416);PubChem:(9887416 24772864 45028717 121399420 132115152);PubMed	70	404.15547	182.49	319_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_346	346
267	1	1	1	1	0.23667691106515293	-394.41129223992647	0.9979899497487436	64.04213700767185	C43H81NO10	[M + Na]+	YGHZUFAKQVBOFS	InChI=1S/C43H81NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h26,29,34-41,43,45-51H,3-25,27-28,30-32H2,1-2H3,(H,44,52)	null	CCCCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(C(=C)CCCCCCCCC)O)O)O	10.3000002	10101719;139584286	COCONUT:(CNP0199918);Natural Products:(UNPD220802 UNPD157554);PubChem:(10101719 139584286);SuperNatural:(SN00398119);MeSH:(10101719);PubMed	3178566	794.57742	694.37	648_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_816	816
268	1	1	2	2	0.23565161583458963	-23.7258332006307	0.9999999999999999	28.892419652307773	C22H22O11	[M + H]+	GCLAFEGUXXHIFT	InChI=1S/C22H22O11/c1-30-21-14(32-22-20(29)19(28)17(26)15(8-23)33-22)7-13-16(18(21)27)11(25)6-12(31-13)9-2-4-10(24)5-3-9/h2-7,15,17,19-20,22-24,26-29H,8H2,1H3	Homoplantaginin	COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O	0.800000012	5318083;13940616;13940617;44258433;53831007;90971193;129359888;131980654;131980747	COCONUT:(CNP0096742 CNP0199272);KNApSAcK:(4231);Natural Products:(UNPD147225 UNPD198321 UNPD33340);PubChem:(5318083 13940616 13940617 44258433 53831007 90971193 129359888 131980654 131980747);SuperNatural:(SN00259876 SN00028446 SN00161891);ZINC bio:(ZINC31155527);MeSH:(5318083);KEGG:(C17762);Training Set;PubMed	3203414	463.12369	216.25	429_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_462	462
269	1	1	2	2	0.2337637682701407	-133.03412668224738	0.9999999999999999	83.28275754377684	C17H26O5	[M + H]+	AOTRKUOCGUXQCY	InChI=1S/C17H26O5/c1-2-3-4-5-6-7-8-9-10-22-17(21)13-11-14(18)16(20)15(19)12-13/h11-12,18-20H,2-10H2,1H3	Decyl gallate	CCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	4.48644733	87956	NORMAN:(NS00026260);PubChem:(87956);PubMed	262210	311.1852	365.63	561_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_625	625
270	1	1	1	4	0.23195662360190594	-216.062421386188	0.9316582914572864	41.06269258086116	C17H29NO9	[M + H]+	ZPCZUCCAEZBWFU	InChI=1S/C17H29NO9/c1-5-17(24,10(4)19)16(23)25-7-11-12(20)13(21)14(22)15(27-11)26-9(3)8(2)6-18/h8-15,19-22,24H,5,7H2,1-4H3	null	CCC(C(C)O)(C(=O)OCC1C(C(C(C(O1)OC(C)C(C)C#N)O)O)O)O	-1.5	102192142;102448004;102448005;102448006	COCONUT:(CNP0141795);Natural Products:(UNPD221101 UNPD216874 UNPD219017);PubChem:(102192142 102448004 102448005 102448006)	2129922	392.19194	144.61	217_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_229	229
271	1	1	2	2	0.2310456677531649	-9.805800332941047	0.9999999999999999	124.79410297953841	C18H30O3	[M - H2O + H]+	JHXAZBBVQSRKJR	InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)	13-Kodda	CCCCCC(=O)C=CC=CCCCCCCCC(=O)O	5.19999981	160205;5283012;6446027;25791066;40490648;117642238	HMDB:(4668);SuperNatural:(SN00241423 SN00391898 SN00358986 SN00011320);ZINC bio:(ZINC04655398 ZINC13515840);additional;MeSH:(160205 5283012 6446027);PubMed;COCONUT:(CNP0144879 CNP0389625);Natural Products:(UNPD43091 UNPD49933 UNPD59866);PubChem:(160205 5283012 6446027 25791066 40490648 117642238);CHEBI:(72815 136531 90781 68947);KEGG:(C14765);Training Set	3727726	277.21611	459.68	597_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_664	664
272	1	1	1	1	0.23030863310078784	-163.218091445402	0.9999999999999999	26.166796642462135	C14H16O8	[M + Na]+	ABWSRRGSWCOZTG	InChI=1S/C14H16O8/c15-8(6-7-4-2-1-3-5-7)21-14-11(18)9(16)10(17)12(22-14)13(19)20/h1-5,9-12,14,16-18H,6H2,(H,19,20)	null	C1=CC=C(C=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O	-0.200000003	102064742;131839498	HMDB:(140804);PubChem:(102064742 131839498);PubChem class - bio and metabolites	16777226	335.07358	39.46	46_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_49	49
273	1	1	2	2	0.230190049911358	-74.93861648622179	0.9999999999999999	71.87557415044546	C9H10O2	[M + H]+	GEVILTWPAPSGDK	InChI=1S/C9H10O2/c1-6-7(2)9(11)4-3-8(6)5-10/h3-5,11H,1-2H3	Benzaldehyde, 4-hydroxy-2,3-dimethyl-	CC1=C(C=CC(=C1C)O)C=O	2.12016702	14694998	PubChem:(14694998);PubChem class - safety and toxic	67108866	151.07534	109.76	153_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_165	165
274	1	1	2	2	0.22741974145560764	-60.73369409405138	0.9999999999999999	65.76421263536898	C29H48O2	[M + H]+	ZYCUYLKDCYFZAS	InChI=1S/C29H48O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,21-22,30H,9-11,13-19H2,1-8H3	null	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCC=C(C)C)C(=C1O)C)C	10.1999998	49869866;100966148;101927813	MeSH:(100966148);KNApSAcK:(49703);PubChem:(49869866 100966148 101927813);PubMed	86	429.37293	691.7	647_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_814	814
275	1	1	2	2	0.22737277098857506	-87.69685599012142	0.9999999999999999	190.81103719026288	C18H26O2	[M + H]+	NPAGDVCDWIYMMC	InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h10,13-17,20H,2-9H2,1H3	decadura	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34	3.62476993	9904;220503;2754096;7048586;7048722;7048725;7087517;6451993;12358925;12358929;12358930;12358934;10016199;10061922;11865439;11865440;11865441;11865442;11875291;11875292;11888113;11888114;11888115;10378880;16760199;16399574;29993438;44135671;44264743;44352419;57255515;68184535;71750926;91463601;101466168;102602365;121403872;124300817;124335852;124397392;124429344;131708458;133550406;133688814;133688815;134688529;138107583	HMDB:(2725);SuperNatural:(SN00064338 SN00071073 SN00130394 SN00130393 SN00216231 SN00131752);ZINC bio:(ZINC03814379 ZINC03831185 ZINC04062829 ZINC04292883 ZINC04292884 ZINC05529987 ZINC05530003);additional;HSDB:(434-22-0);MeSH:(9904);PubMed;NORMAN:(NS00008687);COCONUT:(CNP0168004);PubChem:(9904 220503 2754096 7048586 7048722 7048725 7087517 6451993 12358925 12358929 12358930 12358934 10016199 10061922 11865439 11865440 11865441 11865442 11875291 11875292 11888113 11888114 11888115 10378880 16760199 16399574 29993438 44135671 44264743 44352419 57255515 68184535 71750926 91463601 101466168 102602365 121403872 124300817 124335852 124397392 124429344 131708458 133550406 133688814 133688815 134688529 138107583);CHEBI:(7466);PubChem class - bio and metabolites;KEGG:(C07254);PubChem class - safety and toxic;Training Set;PubChem class - drug	121398126	275.2006	359.16	560_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_624	624
276	1	1	2	2	0.22695007818779073	-72.2496940632141	0.9999999999999999	96.25094770734405	C18H30O4	[M - H2O + H]+	UANZCTRZDQLPDX	InChI=1S/C18H30O4/c19-17(20)15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18(21)22/h1-2,5,7H,3-4,6,8-16H2,(H,19,20)(H,21,22)	6,9-Octadecadienedioicacid, (6Z,9Z)-	C(CCCC=CCC=CCCCCC(=O)O)CCCC(=O)O	4.80000019	21841857;25156710;54343379;87186246	KNApSAcK:(7431);PubChem:(21841857 25156710 54343379 87186246);PubMed	82	293.21149	433.66	583_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_650	650
277	1	1	2	2	0.22442423667021458	-77.47474907409733	0.9999999999999999	68.1235259177838	C13H16O4	[M - H2O + H]+	MVLZLHBOBVWBQS	InChI=1S/C13H16O4/c1-10(14)17-8-4-5-11-6-7-12(15-2)13(9-11)16-3/h4-7,9H,8H2,1-3H3	bmse010090	CC(=O)OCC=CC1=CC(=C(C=C1)OC)OC	2.20502782	362712;5387771	COCONUT:(CNP0330794);Natural Products:(UNPD95636);PubChem:(362712 5387771);CHEBI:(86550);PubMed;KEGG Mine	8592064610	219.10156	200.56	375_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_405	405
278	1	1	2	2	0.22354980695506357	-85.88708879352895	0.9999999999999999	116.19149276086601	C18H28O4	[M - H2O + H]+	OXXJZDJLYSMGIQ	InChI=1S/C18H28O4/c1-2-15(19)12-10-14-11-13-17(20)16(14)8-6-4-3-5-7-9-18(21)22/h10-16,19H,2-9H2,1H3,(H,21,22)	Phytoprostane A1	CCC(C=CC1C=CC(=O)C1CCCCCCCC(=O)O)O	3.5	24978539;125181365;125181366;124630882;124630883;131839859;131839862	COCONUT:(CNP0385805);Training Set;PubChem:(24978539 125181365 125181366 124630882 124630883 131839859 131839862);additional	2637826	291.19541	329.62	552_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_615	615
279	1	1	1	1	0.2206385729385909	-610.9029469139135	0.9984924623115576	106.62546103514215	C43H79NO10	[M + Na]+	MKDAUPXSVHJOBE	InChI=1S/C43H79NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h26,29,34,36-41,43,45,47-51H,3-25,27-28,30-32H2,1-2H3,(H,44,52)	null	CCCCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(=O)C(=C)CCCCCCCCC)O)O	8.89368629	""	COCONUT:(CNP0324113);Natural Products:(UNPD222923)	2129920	792.5623	672.61	643_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_805	805
280	1	1	2	2	0.2186748025531737	-63.378927833982985	0.9999999999999999	78.09560128959026	C21H36O5	[M - H2O + H]+	OMNFCPCBKCERJP	InChI=1S/C21H36O5/c1-3-4-9-13-21(2,26)14-12-17-16(18(22)15-19(17)23)10-7-5-6-8-11-20(24)25/h12,14,16-17,19,23,26H,3-11,13,15H2,1-2H3,(H,24,25)	15-methyl-15S-PGE1	CCCCCC(C)(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O	4.10187769	115050;5283057;6437854;9951176;13342919;13342920;35021607;35021618;53394150;132282644	MeSH:(115050 5283057 6437854 53394150 132282644);Training Set;PubChem:(115050 5283057 6437854 9951176 13342919 13342920 35021607 35021618 53394150 132282644);PubMed;additional	540742	351.25398	432.05	582_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_649	649
281	1	1	2	2	0.2182091638961896	-119.97524251060369	0.9999999999999999	46.00411352616686	C19H37NO5	[M - H2O + H]+	ULWDPUHFMOBGFJ	InChI=1S/C19H37NO5/c1-5-6-7-8-9-10-11-12-16(21)13-19(24)25-17(14-18(22)23)15-20(2,3)4/h16-17,21H,5-15H2,1-4H3/p+1	3-hydroxylauroylcarnitine	CCCCCCCCCC(CC(=O)OC(CC(=O)O)C[N+](C)(C)C)O	3.5999999	71464535;71464536;136212429;136212430	HMDB:(61638);PubChem:(71464535 71464536 136212429 136212430);YMDB Mine;CHEBI:(73056);PubChem class - bio and metabolites	34376515626	342.26401	251.97	511_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_560	560
282	1	1	1	1	0.21791985263406832	-121.82393802749789	0.9999999999999999	114.11622164928242	C25H38O2	[M + Na]+	SCMAJJQBADBBSM	InChI=1S/C25H38O2/c1-5-6-13-25(4,27)22-10-9-20-19-8-7-17-16-18(26)11-14-23(17,2)21(19)12-15-24(20,22)3/h1,7,18-22,26-27H,6,8-16H2,2-4H3	(3alpha, 17beta)-17-(1-Hydroxy-1methylpent-4-ynyl)-androst-5-en-3-ol	CC12CCC3C(C1CCC2C(C)(CCC#C)O)CC=C4C3(CCC(C4)O)C	5.7283473	54765295;124518896;131668639;131699095	COCONUT:(CNP0244414);Training Set;PubChem:(54765295 124518896 131668639 131699095);PubMed;additional	2637890	393.27845	511.82	606_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_687	687
283	1	1	1	2	0.2168649665228795	-505.96926091634975	0.9793969849246233	77.92943771966438	C30H37N3O10	[M + K]+	KJAMDZFGDUBQTE	InChI=1S/C30H37N3O10/c1-32-30(31)33-11-18-15(13-6-4-3-5-7-13)10-17-22(24(18)36)26(38)21-16(23(17)35)8-14(41-2)9-19(21)42-29-28(40)27(39)25(37)20(12-34)43-29/h8-10,13,20,25,27-29,34,36-37,39-40H,3-7,11-12H2,1-2H3,(H3,31,32,33)/p+1	null	C[NH+]=C(N)NCC1=C(C2=C(C=C1C3CCCCC3)C(=O)C4=C(C2=O)C(=CC(=C4)OC)OC5C(C(C(C(O5)CO)O)O)O)O	0.0	""	COCONUT:(CNP0090762 CNP0327732);SuperNatural:(SN00171803)	3145728	638.20841	191.2	350_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_379	379
